date,S1,S2,S3
2018/1/18,-12.881,-9.3,-9.3
2018/1/19,-14.492,-9.73,-9.73
2018/1/20,-14.89,-9.59,-9.59
2018/1/21,-14.108,-8.83,-8.83
2018/1/22,-11.904,-8.82,-8.82
2018/1/23,-11.228,-8.79,-8.79
2018/1/24,-11.335,-9.12,-9.12
2018/1/25,-10.471,-9.46,-9.46
2018/1/26,-10.682,-9.34,-9.34
2018/1/27,-11.588,-9.23,-9.23
2018/1/28,-13.234,-10.23,-10.23
2018/1/29,-13.514,-10.38,-10.38
2018/1/30,-12.754,-10.06,-10.06
2018/1/31,-9.794,-11.89,-11.89
2018/2/1,-11.636,-12.2,-12.2
2018/2/2,-13.094,-12.53,-12.53
2018/2/3,-11.822,-12.16,-12.16
2018/2/4,-10.726,-11.87,-11.87
2018/2/5,-10.237,-11.67,-11.67
2018/2/6,-9.685,-11.11,-11.11
2018/2/7,-8.912,-11.4,-11.4
2018/2/8,-10.502,-10.97,-10.97
2018/2/9,-11.724,-11.36,-11.36
2018/2/10,-11.296,-11.97,-11.97
2018/2/11,-9.609,-11.41,-11.41
2018/2/12,-9.681,-11.11,-11.11
2018/2/13,-10.086,-10.31,-10.31
2018/2/14,-9.153,-8.57,-8.57
2018/2/15,-8.922,-8.44,-8.44
2018/2/16,-9.123,-7.76,-7.76
2018/2/17,-9.553,-6.993,-6.993
2018/2/18,-8.794,-8.36,-8.36
2018/2/19,-7.914,-8.88,-8.88
2018/2/20,-8.459,-9.26,-9.26
2018/2/21,-7.8,-10.32,-10.32
2018/2/22,-6.919,-10.31,-10.31
2018/2/23,-8.458,-8.92,-8.92
2018/2/24,-8.759,-8.53,-8.53
2018/2/25,-7.703,-8.42,-8.42
2018/2/26,-7.45,-7.263,-7.263
2018/2/27,-6.169,-6.512,-6.512
2018/2/28,-5.84,-6.944,-6.944
2018/3/1,-5.707,-6.19,-6.19
2018/3/2,-5.122,-5.903,-5.903
2018/3/3,-4.777,-5.37,-5.37
2018/3/4,-4.19,-4.608,-4.608
2018/3/5,-3.416,-4.967,-4.967
2018/3/6,-3.412,-4.246,-4.246
2018/3/7,-4.993,-4.912,-4.912
2018/3/8,-5.947,-5.08,-5.08
2018/3/9,-6.305,-4.53,-4.53
2018/3/10,-6.337,-3.813,-3.813
2018/3/11,-4.716,-3.518,-3.518
2018/3/12,-4.857,-2.911,-2.911
2018/3/13,-4.429,-2.699,-2.699
2018/3/14,-3.431,-2.147,-2.147
2018/3/15,-2.999,-1.566,-1.566
2018/3/16,-3.716,-1.213,-1.213
2018/3/17,-2.041,-1.387,-1.387
2018/3/18,-2.558,-1.732,-1.732
2018/3/19,-3.343,-2.611,-2.611
2018/3/20,-3.288,-3.858,-3.858
2018/3/21,-2.948,-1.958,-1.958
2018/3/22,-3.728,-2.583,-2.583
2018/3/23,-3.439,-1.848,-1.848
2018/3/24,-2.333,-1.386,-1.386
2018/3/25,-2.872,-1.327,-1.327
2018/3/26,-3.233,-1.001,-1.001
2018/3/27,-2.269,-0.462,-0.462
2018/3/28,-1.981,-0.141,-0.141
2018/3/29,-1.633,0.067,0.067
2018/3/30,-0.775,0.163,0.163
2018/3/31,-0.705,0.151,0.151
2018/4/1,-0.065,-0.148,-0.148
2018/4/2,0.466,0.295,0.295
2018/4/3,0.939,0.514,0.514
2018/4/4,0.319,0.48,0.48
2018/4/5,-0.097,0.355,0.355
2018/4/6,-0.43,-0.676,-0.676
2018/4/7,-0.489,-0.451,-0.451
2018/4/8,-0.32,-0.099,-0.099
2018/4/9,0.055,0.304,0.304
2018/4/10,1.047,0.52,0.52
2018/4/11,1.127,0.608,0.608
2018/4/12,1.07,0.544,0.544
2018/4/13,0.988,0.586,0.586
2018/4/14,0.14,0.449,0.449
2018/4/15,1.043,0.512,0.512
2018/4/16,1.915,0.757,0.757
2018/4/17,2.948,1.169,1.169
2018/4/18,4.095,1.763,1.763
2018/4/19,3.819,1.403,1.403
2018/4/20,3.627,1.456,1.456
2018/4/21,4.375,2.084,2.084
2018/4/22,3.618,1.347,1.347
2018/4/23,2.188,0.953,0.953
2018/4/24,3.381,1.865,1.865
2018/4/25,3.185,1.609,1.609
2018/4/26,3.429,2.108,2.108
2018/4/27,4.073,2.743,2.743
2018/4/28,5.184,3.491,3.491
2018/4/29,4.946,2.63,2.63
2018/4/30,4.648,2.834,2.834
2018/5/1,4.736,3.468,3.468
2018/5/2,6.074,4.565,4.565
2018/5/3,7.267,5.447,5.447
2018/5/4,6.903,4.876,4.876
2018/5/5,4.743,2.854,2.854
2018/5/6,3.722,2.422,2.422
2018/5/7,4.478,3.239,3.239
2018/5/8,4.797,3.758,3.758
2018/5/9,3.298,2.206,2.206
2018/5/10,3.334,1.609,1.609
2018/5/11,3.651,2.113,2.113
2018/5/12,3.874,3.134,3.134
2018/5/13,6.32,5.399,5.399
2018/5/14,8.148,7.118,7.118
2018/5/15,7.823,6.745,6.745
2018/5/16,6.993,5.997,5.997
2018/5/17,8.407,7.083,7.083
2018/5/18,6.764,5.73,5.73
2018/5/19,6.748,6.057,6.057
2018/5/20,7.303,6.369,6.369
2018/5/21,4.891,4.195,4.195
2018/5/22,4.939,4.4,4.4
2018/5/23,6.608,5.903,5.903
2018/5/24,5.721,5.266,5.266
2018/5/25,3.608,3.516,3.516
2018/5/26,4.001,3.458,3.458
2018/5/27,5.536,5.065,5.065
2018/5/28,6.437,6.068,6.068
2018/5/29,5.814,5.633,5.633
2018/5/30,6.502,6.475,6.475
2018/5/31,7.106,6.931,6.931
2018/6/1,6.584,6.638,6.638
2018/6/2,5.914,5.875,5.875
2018/6/3,6.478,6.641,6.641
2018/6/4,7.434,7.581,7.581
2018/6/5,9.258,9,9
2018/6/6,8.809,8.352,8.352
2018/6/7,6.204,6.18,6.18
2018/6/8,6.434,6.319,6.319
2018/6/9,6.529,6.417,6.417
2018/6/10,6.68,6.653,6.653
2018/6/11,7.178,7.364,7.364
2018/6/12,8.183,8.209,8.209
2018/6/13,9.322,9.31,9.31
2018/6/14,9.374,9.21,9.21
2018/6/15,7.036,7.214,7.214
2018/6/16,5.763,6.033,6.033
2018/6/17,7.222,7.498,7.498
2018/6/18,8.092,8.447,8.447
2018/6/19,7.253,7.771,7.771
2018/6/20,8.607,9.31,9.31
2018/6/21,10.26,10.99,10.99
2018/6/22,10.457,11.26,11.26
2018/6/23,8.845,9.61,9.61
2018/6/24,8.74,9.69,9.69
2018/6/25,8.173,9.14,9.14
2018/6/26,8.797,10.1,10.1
2018/6/27,10.028,11.55,11.55
2018/6/28,10.788,12.27,12.27
2018/6/29,10.655,12.19,12.19
2018/6/30,10.335,11.76,11.76
2018/7/1,9.868,10.88,10.88
2018/7/2,9.793,10.93,10.93
2018/7/3,9.033,10.37,10.37
2018/7/4,9.247,10.65,10.65
2018/7/5,8.516,9.93,9.93
2018/7/6,9.068,10.81,10.81
2018/7/7,9.383,10.93,10.93
2018/7/8,8.808,10.52,10.52
2018/7/9,8.563,10.33,10.33
2018/7/10,8.94,10.56,10.56
2018/7/11,8.625,11.1,11.1
2018/7/12,10.057,10.43,10.43
2018/7/13,11.476,10.5,10.5
2018/7/14,11.091,10.26,10.26
2018/7/15,10.461,11.14,11.14
2018/7/16,11.822,11.56,11.56
2018/7/17,12.315,10.62,10.62
2018/7/18,11.945,10.642,10.642
2018/7/19,11.266,10.747,10.747
2018/7/20,11.911,11.154,11.154
2018/7/21,12.982,10.66,10.66
2018/7/22,12.185,9.906,9.906
2018/7/23,11.817,9.731,9.731
2018/7/24,12.953,10.294,10.294
2018/7/25,14.204,11.086,11.086
2018/7/26,13.79,11.537,11.537
2018/7/27,12.034,11.534,11.534
2018/7/28,13.745,13.857,13.857
2018/7/29,15.738,12.376,12.376
2018/7/30,15.848,11.396,11.396
2018/7/31,15.966,11.671,11.671
2018/8/1,15.586,12.53,12.53
2018/8/2,14.886,12.853,12.853
2018/8/3,14.596,11.317,11.317
2018/8/4,15.082,11.172,11.172
2018/8/5,14.522,11.543,11.543
2018/8/6,11.933,11.49,11.49
2018/8/7,11.764,11.376,11.376
2018/8/8,11.066,10.781,10.781
2018/8/9,12.52,10.577,10.577
2018/8/10,14.191,11.482,11.482
2018/8/11,13.249,12.179,12.179
2018/8/12,12.146,13.72,13.72
2018/8/13,12.641,12.45,12.45
2018/8/14,13.584,12.96,12.96
2018/8/15,12.799,12.08,12.08
2018/8/16,11.462,11.38,11.38
2018/8/17,12.031,11.79,11.79
2018/8/18,13.902,13.22,13.22
2018/8/19,14.129,13.26,13.26
2018/8/20,12.86,12.15,12.15
2018/8/21,11.643,11.47,11.47
2018/8/22,12.352,12.09,12.09
2018/8/23,13.329,12.78,12.78
2018/8/24,11.853,11.22,11.22
2018/8/25,11.919,11.91,11.91
2018/8/26,12.864,12.25,12.25
2018/8/27,13.073,12.67,12.67
2018/8/28,12.88,12.04,12.04
2018/8/29,11.366,11.18,11.18
2018/8/30,12.314,11.86,11.86
2018/8/31,11.978,11.59,11.59
2018/9/1,12.121,11.95,11.95
2018/9/2,12.593,12.28,12.28
2018/9/3,12.059,11.92,11.92
2018/9/4,11.37,11.09,11.09
2018/9/5,10.071,10.26,10.26
2018/9/6,10.502,10.74,10.74
2018/9/7,10.31,10.39,10.39
2018/9/8,10.818,10.77,10.77
2018/9/9,11.299,11.08,11.08
2018/9/10,10.565,10.28,10.28
2018/9/11,9.765,9.42,9.42
2018/9/12,9.62,9.29,9.29
2018/9/13,9.481,8.97,8.97
2018/9/14,7.317,7.156,7.156
2018/9/15,7.814,7.994,7.994
2018/9/16,8.194,7.894,7.894
2018/9/17,6.872,6.729,6.729
2018/9/18,6.117,6.152,6.152
2018/9/19,6.563,6.98,6.98
2018/9/20,5.637,6.28,6.28
2018/9/21,5.658,6.252,6.252
2018/9/22,6.526,6.845,6.845
2018/9/23,7.22,7.418,7.418
2018/9/24,8.096,8.273,8.273
2018/9/25,8.368,8.501,8.501
2018/9/26,7.846,7.849,7.849
2018/9/27,6.241,6.068,6.068
2018/9/28,5.47,4.666,4.666
2018/9/29,4.73,4.716,4.716
2018/9/30,4.616,4.851,4.851
2018/10/1,3.872,4.294,4.294
2018/10/2,4.205,4.498,4.498
2018/10/3,4.328,4.575,4.575
2018/10/4,4.167,4.37,4.37
2018/10/5,3.926,4.151,4.151
2018/10/6,3.819,4.03,4.03
2018/10/7,3.71,3.895,3.895
2018/10/8,3.203,3.352,3.352
2018/10/9,2.505,2.727,2.727
2018/10/10,2.218,2.394,2.394
2018/10/11,2.016,2.317,2.317
2018/10/12,2.29,2.63,2.63
2018/10/13,1.703,2.031,2.031
2018/10/14,1.184,1.673,1.673
2018/10/15,1.302,1.823,1.823
2018/10/16,1.618,2.077,2.077
2018/10/17,1.738,2.181,2.181
2018/10/18,1.591,2.02,2.02
2018/10/19,1.606,2.075,2.075
2018/10/20,1.183,1.703,1.703
2018/10/21,1.06,1.633,1.633
2018/10/22,0.451,1.295,1.295
2018/10/23,0.101,0.729,0.729
2018/10/24,-0.031,0.469,0.469
2018/10/25,-0.211,0.185,0.185
2018/10/26,-0.582,-0.018,-0.018
2018/10/27,-0.736,-0.004,-0.004
2018/10/28,-0.776,0.032,0.032
2018/10/29,-0.92,-0.067,-0.067
2018/10/30,-0.987,-0.089,-0.089
2018/10/31,-1.123,-0.188,-0.188
2018/11/1,-0.956,0.01,0.01
2018/11/2,-0.634,0.255,0.255
2018/11/3,-0.429,0.355,0.355
2018/11/4,-0.445,0.276,0.276
2018/11/5,-1.084,-0.375,-0.375
2018/11/6,-1.633,-0.59,-0.59
2018/11/7,-2.342,-1.178,-1.178
2018/11/8,-3.131,-1.559,-1.559
2018/11/9,-3.186,-1.473,-1.473
2018/11/10,-2.239,-0.667,-0.667
2018/11/11,-3.863,-1.821,-1.821
2018/11/12,-4.587,-2.175,-2.175
2018/11/13,-4.913,-2.373,-2.373
2018/11/14,-4.785,-2.251,-2.251
2018/11/15,-5.402,-2.729,-2.729
2018/11/16,-5.852,-2.872,-2.872
2018/11/17,-6.007,-2.901,-2.901
2018/11/18,-6.639,-3.376,-3.376
2018/11/19,-7.216,-3.844,-3.844
2018/11/20,-7.413,-3.909,-3.909
2018/11/21,-8.944,-5.095,-5.095
2018/11/22,-9.586,-5.501,-5.501
2018/11/23,-9.245,-5.201,-5.201
2018/11/24,-8.779,-4.834,-4.834
2018/11/25,-9.208,-5.26,-5.26
2018/11/26,-8.879,-5.07,-5.07
2018/11/27,-9.197,-5.414,-5.414
2018/11/28,-8.17,-4.795,-4.795
2018/11/29,-7.567,-4.542,-4.542
2018/11/30,-7.689,-4.658,-4.658
2018/12/1,-8.247,-5.322,-5.322
2018/12/2,-8.041,-5.243,-5.243
2018/12/3,-8.897,-6.261,-6.261
2018/12/4,-10.744,-8.08,-8.08
2018/12/5,-10.591,-7.879,-7.879
2018/12/6,-11.967,-9.106,-9.106
2018/12/7,-11.827,-8.931,-8.931
2018/12/8,-12.147,-9.32,-9.32
2018/12/9,-12.821,-9.941,-9.941
2018/12/10,-12.656,-9.809,-9.809
2018/12/11,-12.791,-10.053,-10.053
2018/12/12,-12.531,-9.939,-9.939
2018/12/13,-12.293,-9.792,-9.792
2018/12/14,-11.733,-9.377,-9.377
2018/12/15,-11.499,-9.223,-9.223
2018/12/16,-12.4,-10.002,-10.002
2018/12/17,-12.072,-9.736,-9.736
2018/12/18,-11.622,-9.431,-9.431
2018/12/19,-11.24,-9.151,-9.151
2018/12/20,-10.272,-8.324,-8.324
2018/12/21,-11.522,-9.465,-9.465
2018/12/22,-12.568,-10.407,-10.407
2018/12/23,-13.528,-11.134,-11.134
2018/12/24,-13.047,-10.844,-10.844
2018/12/25,-13.055,-10.888,-10.888
2018/12/26,-13.159,-11.025,-11.025
2018/12/27,-13.979,-11.719,-11.719
2018/12/28,-14.06,-11.831,-11.831
2018/12/29,-14.434,-12.216,-12.216
2018/12/30,-14.836,-12.555,-12.555
2018/12/31,-13.981,-11.708,-11.708
2019/1/1,-12.96,-11.561,-11.561
2019/1/2,-12.383,-11.108,-11.108
2019/1/3,-12.315,-11.121,-11.121
2019/1/4,-12.085,-10.949,-10.949
2019/1/5,-11.56,-10.545,-10.545
2019/1/6,-12.348,-11.24,-11.24
2019/1/7,-11.393,-10.157,-10.157
2019/1/8,-12.399,-10.904,-10.904
2019/1/9,-13.103,-11.443,-11.443
2019/1/10,-13.818,-12.059,-12.059
2019/1/11,-14.394,-12.583,-12.583
2019/1/12,-14.485,-12.676,-12.676
2019/1/13,-14.386,-12.625,-12.625
2019/1/14,-14.189,-12.488,-12.488
2019/1/15,-12.966,-11.519,-11.519
2019/1/16,-13.666,-12.125,-12.125
2019/1/17,-13.399,-11.944,-11.944
2019/1/18,-11.529,-10.354,-10.354
2019/1/19,-12.331,-10.983,-10.983
2019/1/20,-12.581,-11.112,-11.112
2019/1/21,-14.192,-12.427,-12.427
2019/1/22,-14.59,-12.906,-12.906
2019/1/23,-13.808,-12.365,-12.365
2019/1/24,-11.604,-10.732,-10.732
2019/1/25,-10.928,-10.324,-10.324
2019/1/26,-11.035,-10.445,-10.445
2019/1/27,-10.171,-9.827,-9.827
2019/1/28,-10.382,-9.997,-9.997
2019/1/29,-11.288,-10.73,-10.73
2019/1/30,-12.934,-11.886,-11.886
2019/1/31,-13.214,-12.315,-12.315
2019/2/1,-12.454,-11.78,-11.78
2019/2/2,-9.494,-9.188,-9.188
2019/2/3,-11.336,-10.789,-10.789
2019/2/4,-12.794,-11.977,-11.977
2019/2/5,-11.522,-10.773,-10.773
2019/2/6,-10.426,-9.892,-9.892
2019/2/7,-9.937,-9.486,-9.486
2019/2/8,-9.385,-8.973,-8.973
2019/2/9,-8.612,-8.432,-8.432
2019/2/10,-10.202,-9.527,-9.527
2019/2/11,-11.424,-10.327,-10.327
2019/2/12,-10.996,-10.011,-10.011
2019/2/13,-9.309,-8.69,-8.69
2019/2/14,-9.381,-8.791,-8.791
2019/2/15,-9.786,-9.238,-9.238
2019/2/16,-8.853,-8.549,-8.549
2019/2/17,-8.622,-8.414,-8.414
2019/2/18,-8.823,-8.575,-8.575
2019/2/19,-9.253,-8.957,-8.957
2019/2/20,-8.494,-8.236,-8.236
2019/2/21,-7.614,-7.464,-7.464
2019/2/22,-8.159,-7.949,-7.949
2019/2/23,-7.5,-7.321,-7.321
2019/2/24,-6.619,-6.56,-6.56
2019/2/25,-8.158,-7.943,-7.943
2019/2/26,-8.459,-8.158,-8.158
2019/2/27,-7.403,-7.261,-7.261
2019/2/28,-7.15,-7.046,-7.046
2019/3/1,-5.869,-5.887,-5.887
2019/3/2,-5.54,-5.727,-5.727
2019/3/3,-5.407,-5.595,-5.595
2019/3/4,-4.822,-5.039,-5.039
2019/3/5,-4.477,-4.788,-4.788
2019/3/6,-3.89,-4.221,-4.221
2019/3/7,-3.116,-3.525,-3.525
2019/3/8,-3.112,-3.534,-3.534
2019/3/9,-4.693,-5.111,-5.111
2019/3/10,-5.647,-5.837,-5.837
2019/3/11,-6.005,-6.083,-6.083
2019/3/12,-6.037,-6.044,-6.044
2019/3/13,-4.416,-4.518,-4.518
2019/3/14,-4.557,-4.668,-4.668
2019/3/15,-4.129,-3.603,-3.603
2019/3/16,-3.131,-3.483,-3.483
2019/3/17,-2.699,-3.029,-3.029
2019/3/18,-3.416,-2.765,-2.765
2019/3/19,-1.741,-2.098,-2.098
2019/3/20,-2.258,-2.718,-2.718
2019/3/21,-3.043,-2.555,-2.555
2019/3/22,-2.988,-2.75,-2.75
2019/3/23,-2.648,-3.125,-3.125
2019/3/24,-3.428,-2.231,-2.231
2019/3/25,-3.139,-2.642,-2.642
2019/3/26,-2.033,-2.363,-2.363
2019/3/27,-2.572,-2.172,-2.172
2019/3/28,-2.933,-2.757,-2.757
2019/3/29,-1.969,-2.174,-2.174
2019/3/30,-1.681,-2.034,-2.034
2019/3/31,-1.333,-1.718,-1.718
2019/4/1,-0.475,-0.718,-0.718
2019/4/2,-0.405,-0.761,-0.761
2019/4/3,-0.151,-0.419,-0.419
2019/4/4,-0.395,-1.228,-1.228
2019/4/5,-0.094,-0.584,-0.584
2019/4/6,0.153,-0.059,-0.059
2019/4/7,0.286,0.039,0.039
2019/4/8,0.294,0.047,0.047
2019/4/9,0.211,-0.096,-0.096
2019/4/10,0.176,-0.554,-0.554
2019/4/11,0.309,0.309,0.309
2019/4/12,0.443,0.443,0.443
2019/4/13,0.655,0.655,0.655
2019/4/14,1.415,0.51,0.51
2019/4/15,1.611,0.844,0.844
2019/4/16,2.715,1.498,1.498
2019/4/17,4.027,1.073,1.073
2019/4/18,4.723,1.056,1.056
2019/4/19,3.91,1.965,1.965
2019/4/20,3.809,1.106,1.106
2019/4/21,5.644,0.647,0.647
2019/4/22,5.938,1.405,1.405
2019/4/23,4.828,1.234,1.234
2019/4/24,5.033,1.973,1.973
2019/4/25,5.574,2.359,2.359
2019/4/26,5.453,3.198,3.198
2019/4/27,3.582,2.146,2.146
2019/4/28,3.448,2.623,2.623
2019/4/29,2.583,3.037,3.037
2019/4/30,2.747,2.747,2.747
2019/5/1,4.341,4.341,4.341
2019/5/2,4.603,4.603,4.603
2019/5/3,4.553,4.553,4.553
2019/5/4,4.204,4.204,4.204
2019/5/5,3.589,3.589,3.589
2019/5/6,3.901,3.901,3.901
2019/5/7,3.034,3.034,3.034
2019/5/8,3.263,3.263,3.263
2019/5/9,3.393,3.393,3.393
2019/5/10,3.231,3.231,3.231
2019/5/11,3.305,3.305,3.305
2019/5/12,3.869,3.869,3.869
2019/5/13,4.944,4.944,4.944
2019/5/14,5.391,5.391,5.391
2019/5/15,5.51,5.51,5.51
2019/5/16,6.365,6.365,6.365
2019/5/17,6.565,6.565,6.565
2019/5/18,6.227,6.227,6.227
2019/5/19,6.25,6.25,6.25
2019/5/20,7.231,7.231,7.231
2019/5/21,7.923,6.923,6.923
2019/5/22,8.195,7.195,7.195
2019/5/23,8.762,6.762,6.762
2019/5/24,9.296,7.296,7.296
2019/5/25,9.782,7.782,7.782
2019/5/26,7.124,7.124,7.124
2019/5/27,7.517,7.517,7.517
2019/5/28,8.33,7.33,7.33
2019/5/29,5.407,5.407,5.407
2019/5/30,4.742,4.742,4.742
2019/5/31,5.19,5.19,5.19
2019/6/1,4.801,4.801,4.801
2019/6/2,5.593,5.593,5.593
2019/6/3,6.535,6.535,6.535
2019/6/4,7.587,7.587,7.587
2019/6/5,7.881,7.881,7.881
2019/6/6,7.346,7.346,7.346
2019/6/7,7.461,7.461,7.461
2019/6/8,8.58,8.58,8.58
2019/6/9,8.559,8.559,8.559
2019/6/10,8.326,8.326,8.326
2019/6/11,8.755,8.755,8.755
2019/6/12,9.72,9.72,9.72
2019/6/13,11.038,9.038,9.038
2019/6/14,9.165,9.165,9.165
2019/6/15,8.922,8.922,8.922
2019/6/16,9.627,9.627,9.627
2019/6/17,9.902,9.902,9.902
2019/6/18,7.788,7.788,7.788
2019/6/19,8.235,8.235,8.235
2019/6/20,9.423,9.423,9.423
2019/6/21,10.62,10.62,10.62
2019/6/22,11.304,11.304,11.304
2019/6/23,11.014,11.014,11.014
2019/6/24,10.814,10.814,10.814
2019/6/25,10.781,10.781,10.781
2019/6/26,8.736,8.736,8.736
2019/6/27,7.581,7.581,7.581
2019/6/28,8.744,8.744,8.744
2019/6/29,8.327,8.327,8.327
2019/6/30,9.082,9.082,9.082
2019/7/1,10.583,10.583,10.583
2019/7/2,10.611,10.611,10.611
2019/7/3,10.502,10.502,10.502
2019/7/4,11.829,11.829,11.829
2019/7/5,13.636,11.636,11.636
2019/7/6,12.625,11.625,11.625
2019/7/7,9.429,9.429,9.429
2019/7/8,9.14,9.14,9.14
2019/7/9,9.899,9.899,9.899
2019/7/10,10.714,10.714,10.714
2019/7/11,9.332,9.332,9.332
2019/7/12,9.988,9.988,9.988
2019/7/13,9.986,9.986,9.986
2019/7/14,9.557,9.557,9.557
2019/7/15,11.269,11.269,11.269
2019/7/16,11.498,11.498,11.498
2019/7/17,10.341,10.341,10.341
2019/7/18,9.803,11.115,11.115
2019/7/19,10.374,10.364,10.364
2019/7/20,10.781,10.578,10.578
2019/7/21,9.797,9.659,9.659
2019/7/22,9.635,9.673,9.673
2019/7/23,9.999,9.932,9.932
2019/7/24,10.518,10.608,10.608
2019/7/25,11.627,11.572,11.572
2019/7/26,12.291,12.145,12.145
2019/7/27,11.97,11.898,11.898
2019/7/28,13.186,13.014,13.014
2019/7/29,13.171,12.721,12.721
2019/7/30,13.176,12.581,12.581
2019/7/31,13.563,12.941,12.941
2019/8/1,13.032,12.249,12.249
2019/8/2,11.872,11.506,11.506
2019/8/3,11.611,11.004,11.004
2019/8/4,10.653,10.473,10.473
2019/8/5,11.545,11.126,11.126
2019/8/6,12.003,11.511,11.511
2019/8/7,11.397,10.592,10.592
2019/8/8,10.231,9.993,9.993
2019/8/9,9.927,9.585,9.585
2019/8/10,11.72,11.244,11.244
2019/8/11,13.254,12.359,12.359
2019/8/12,11.851,10.853,10.853
2019/8/13,9.308,9.099,9.099
2019/8/14,11.031,10.727,10.727
2019/8/15,12.461,11.889,11.889
2019/8/16,13.466,12.649,12.649
2019/8/17,13.088,12.422,12.422
2019/8/18,14.402,13.432,13.432
2019/8/19,12.178,11.392,11.392
2019/8/20,11.173,10.969,10.969
2019/8/21,10.707,10.361,10.361
2019/8/22,10.413,10.236,10.236
2019/8/23,10.656,10.449,10.449
2019/8/24,11.634,11.465,11.465
2019/8/25,11.604,11.235,11.235
2019/8/26,10.897,10.532,10.532
2019/8/27,11.705,11.46,11.46
2019/8/28,11.906,11.742,11.742
2019/8/29,12.199,11.964,11.964
2019/8/30,11.731,11.352,11.352
2019/8/31,10.376,10.375,10.375
2019/9/1,10.935,10.986,10.986
2019/9/2,10.877,10.851,10.851
2019/9/3,10.851,10.847,10.847
2019/9/4,10.964,10.865,10.865
2019/9/5,11.485,11.464,11.464
2019/9/6,10.556,10.477,10.477
2019/9/7,10.544,10.49,10.49
2019/9/8,10.68,10.492,10.492
2019/9/9,10.535,10.451,10.451
2019/9/10,10.838,10.777,10.777
2019/9/11,10.289,10.316,10.316
2019/9/12,9.949,9.866,9.866
2019/9/13,9.298,9.32,9.32
2019/9/14,8.443,8.481,8.481
2019/9/15,8.597,8.78,8.78
2019/9/16,7.983,8.114,8.114
2019/9/17,7.241,7.64,7.64
2019/9/18,7.336,7.507,7.507
2019/9/19,6.447,6.708,6.708
2019/9/20,6.103,6.36,6.36
2019/9/21,6.11,6.187,6.187
2019/9/22,5.439,5.556,5.556
2019/9/23,5.036,5.364,5.364
2019/9/24,6.2,6.354,6.354
2019/9/25,6.284,6.475,6.475
2019/9/26,6.423,6.661,6.661
2019/9/27,6.752,7.005,7.005
2019/9/28,6.8,6.957,6.957
2019/9/29,6.645,6.819,6.819
2019/9/30,7.113,7.336,7.336
2019/10/1,7.314,7.454,7.454
2019/10/2,7.643,7.684,7.684
2019/10/3,6.824,6.762,6.762
2019/10/4,5.908,6.036,6.036
2019/10/5,5.33,5.429,5.429
2019/10/6,5.051,4.624,4.624
2019/10/7,4.01,5.082,5.082
2019/10/8,3.503,4.909,4.909
2019/10/9,2.805,3.607,3.607
2019/10/10,2.518,3.851,3.851
2019/10/11,2.316,3.923,3.923
2019/10/12,2.59,2.909,2.909
2019/10/13,2.003,2.074,2.074
2019/10/14,1.484,2.145,2.145
2019/10/15,1.602,1.744,1.744
2019/10/16,1.918,1.708,1.708
2019/10/17,2.038,1.253,1.253
2019/10/18,1.891,1.291,1.291
2019/10/19,1.906,1.436,1.436
2019/10/20,1.483,1.306,1.306
2019/10/21,1.36,1.181,1.181
2019/10/22,0.751,1.092,1.092
2019/10/23,0.401,0.79,0.79
2019/10/24,0.269,0.316,0.316
2019/10/25,0.089,0.26,0.26
2019/10/26,-0.282,-0.191,-0.191
2019/10/27,-0.436,-0.238,-0.238
2019/10/28,-0.476,-0.477,-0.477
2019/10/29,-0.62,-0.393,-0.393
2019/10/30,-0.687,-0.438,-0.438
2019/10/31,-0.823,-0.173,-0.173
2019/11/1,-0.656,-0.502,-0.502
2019/11/2,-0.334,-0.743,-0.743
2019/11/3,-0.129,-0.561,-0.561
2019/11/4,-0.145,-0.434,-0.434
2019/11/5,-0.784,-0.349,-0.349
2019/11/6,-1.333,-0.327,-0.327
2019/11/7,-2.042,-0.417,-0.417
2019/11/8,-2.831,-0.807,-0.807
2019/11/9,-2.886,-0.78,-0.78
2019/11/10,-1.939,-1.773,-1.773
2019/11/11,-3.563,-1.343,-1.343
2019/11/12,-4.287,-1.966,-1.966
2019/11/13,-4.613,-3.09,-3.09
2019/11/14,-4.485,-3.308,-3.308
2019/11/15,-5.102,-2.588,-2.588
2019/11/16,-5.552,-1.97,-1.97
2019/11/17,-5.707,-2.225,-2.225
2019/11/18,-6.339,-3.896,-3.896
2019/11/19,-6.916,-4.159,-4.159
2019/11/20,-7.113,-3.55,-3.55
2019/11/21,-8.644,-4.045,-4.045
2019/11/22,-9.286,-3.036,-3.036
2019/11/23,-8.945,-2.53,-2.53
2019/11/24,-8.479,-3.834,-3.834
2019/11/25,-8.908,-4.232,-4.232
2019/11/26,-8.579,-3.865,-3.865
2019/11/27,-8.897,-3.752,-3.752
2019/11/28,-7.87,-3.898,-3.898
2019/11/29,-7.267,-3.736,-3.736
2019/11/30,-7.389,-4.138,-4.138
2019/12/1,-7.947,-4.985,-4.985
2019/12/2,-7.741,-6.178,-6.178
2019/12/3,-8.597,-6.917,-6.917
2019/12/4,-10.444,-7.335,-7.335
2019/12/5,-10.291,-7.274,-7.274
2019/12/6,-11.667,-7.68,-7.68
2019/12/7,-11.527,-7.646,-7.646
2019/12/8,-11.847,-7.571,-7.571
2019/12/9,-12.521,-7.715,-7.715
